timestamp,file_name,satisfied_clauses,total_clauses,all_satisfied,satisfied_at,finished_at,voltages,plot_file
2025-04-27 17:39:33,uf20-020.cnf,91,91,True,1.551,20.000,"{""x1"": 1.0000001665560114, ""x2"": 1.0000000506675704, ""x3"": -7.844527319237639e-08, ""x4"": 1.0000001378593113, ""x5"": -1.8114512597335367e-07, ""x6"": -5.796961684681338e-09, ""x7"": -1.8373605109321335e-07, ""x8"": -2.6097308859050846e-07, ""x9"": -3.504100025474838e-07, ""x10"": -3.5987970571194417e-07, ""x11"": 1.0000001718815077, ""x12"": -1.8200128343214632e-07, ""x13"": -2.2371094982193452e-07, ""x14"": -1.9075438750700866e-07, ""x15"": 1.0000002379401143, ""x16"": 0.6189504584975561, ""x17"": 1.0000002297436295, ""x18"": 0.8957421936939868, ""x19"": -1.0632955100639741e-07, ""x20"": 1.000000130469018}",graphs/uf20-020.png
2025-04-27 17:39:53,uf20-021.cnf,91,91,True,2.002,20.000,"{""x1"": 1.0000001716546774, ""x2"": 1.0000003486624647, ""x3"": 1.0000003448203238, ""x4"": -1.5453073052810008e-07, ""x5"": -1.8914134332681796e-07, ""x6"": 1.0000001515134378, ""x7"": -3.436996903651108e-07, ""x8"": 1.0000001982052498, ""x9"": -2.3366713434869753e-07, ""x10"": -3.485246107233487e-07, ""x11"": 1.0000002175900837, ""x12"": 1.0000000411421324, ""x13"": 1.0000005868186088, ""x14"": 1.0000004826553852, ""x15"": 1.0000002219218989, ""x16"": -2.8615072566206164e-07, ""x17"": -2.2787456642933695e-07, ""x18"": 1.0000000857200582, ""x19"": -2.8587196145521194e-07, ""x20"": -1.281356804803478e-07}",graphs/uf20-021.png
2025-04-27 17:40:14,uf20-022.cnf,91,91,True,10.096,20.000,"{""x1"": 1.0000058956033435, ""x2"": 1.0000027389511257, ""x3"": -2.8447456095036363e-06, ""x4"": -1.3904570052857759e-06, ""x5"": -1.6014254812017108e-06, ""x6"": -2.831157819208573e-06, ""x7"": -3.6537658435245655e-07, ""x8"": -5.99290675580308e-06, ""x9"": 1.00000218366234, ""x10"": -1.217354278986261e-06, ""x11"": 1.000005751535024, ""x12"": 1.0000008800322722, ""x13"": 1.0000002214124577, ""x14"": -5.1358075458744495e-06, ""x15"": -2.711970446915134e-06, ""x16"": 0.26407546926331, ""x17"": -1.963803957804205e-06, ""x18"": -5.144696092212915e-07, ""x19"": -8.328515440024769e-07, ""x20"": -4.5152014454555754e-06}",graphs/uf20-022.png
2025-04-27 17:40:34,uf20-023.cnf,91,91,True,1.438,20.000,"{""x1"": -5.133931528080566e-07, ""x2"": -3.344937807540093e-07, ""x3"": 1.0000002228652887, ""x4"": 1.0000001777922, ""x5"": -2.1929206703311976e-07, ""x6"": -1.1028372646947771e-08, ""x7"": 1.0000002875400436, ""x8"": 1.0000001075258715, ""x9"": 0.12618171552975105, ""x10"": 1.0000001620813188, ""x11"": -1.097076063421279e-07, ""x12"": -1.532552887370176e-07, ""x13"": -1.857394411083756e-07, ""x14"": -1.8274297460196307e-07, ""x15"": -1.7816189726421094e-07, ""x16"": 1.0000001077734932, ""x17"": 1.0000001790094524, ""x18"": -9.158126009642776e-08, ""x19"": -4.0511964890901973e-07, ""x20"": -1.6979200982998582e-07}",graphs/uf20-023.png
2025-04-27 17:40:55,uf20-024.cnf,91,91,True,5.979,20.000,"{""x1"": 1.0000009667398666, ""x2"": -2.3197426034737827e-07, ""x3"": -8.437386357075213e-07, ""x4"": 1.0000016958502438, ""x5"": 1.0000006801112533, ""x6"": 1.0000024727270698, ""x7"": 1.0000019107054563, ""x8"": -1.4542018484156918e-07, ""x9"": 1.0000018471593082, ""x10"": -5.411743277982924e-07, ""x11"": 1.0000002445945895, ""x12"": 1.000000282001468, ""x13"": -3.6271814298492085e-07, ""x14"": -1.8622483137472348e-06, ""x15"": -1.00536021493636e-06, ""x16"": -5.706469733701136e-07, ""x17"": 1.0000000700130671, ""x18"": 1.0000008787234425, ""x19"": -1.6255446585257196e-06, ""x20"": 1.0000006937359223}",graphs/uf20-024.png
2025-04-27 17:41:16,uf20-025.cnf,91,91,True,8.389,20.000,"{""x1"": 1.0000031319449956, ""x2"": 1.0000013500002005, ""x3"": 1.0000001255366446, ""x4"": 1.0000021719366334, ""x5"": 1.0000033610454533, ""x6"": -5.298987790044423e-07, ""x7"": 1.0000001322417613, ""x8"": -1.4645697561310546e-07, ""x9"": 1.000002563489241, ""x10"": 1.0000006952464289, ""x11"": 1.000003332453512, ""x12"": -3.0993782119582096e-06, ""x13"": -5.631243348192786e-07, ""x14"": 1.0000005248519999, ""x15"": 1.0000048725329165, ""x16"": 1.0000002073622523, ""x17"": 1.0000007346523074, ""x18"": 1.000000229274374, ""x19"": 1.0000021807560011, ""x20"": 1.000000534010247}",graphs/uf20-025.png
2025-04-27 17:41:36,uf20-026.cnf,91,91,True,1.754,20.000,"{""x1"": 1.0000002001796287, ""x2"": 1.0000001284999949, ""x3"": 0.6609201433612707, ""x4"": 1.000000157811788, ""x5"": 1.0000001916573418, ""x6"": 1.000000188860722, ""x7"": -2.1854568810377243e-07, ""x8"": -2.089149391117427e-07, ""x9"": 1.0000002674510358, ""x10"": 1.000000091826617, ""x11"": -1.290783790552944e-07, ""x12"": -2.741740091785548e-07, ""x13"": -1.400114527330527e-07, ""x14"": 1.0000001990756717, ""x15"": -1.2699821929184693e-07, ""x16"": 1.000000078249892, ""x17"": -3.991109053564686e-07, ""x18"": -2.6004151315109233e-07, ""x19"": 1.0000002998635835, ""x20"": -1.8373669919679889e-07}",graphs/uf20-026.png
2025-04-27 17:41:56,uf20-027.cnf,91,91,True,2.787,20.000,"{""x1"": -6.238356585115479e-08, ""x2"": -8.303133811689666e-07, ""x3"": 0.05003611311817524, ""x4"": -6.578759867584996e-08, ""x5"": -2.392588266519474e-07, ""x6"": 1.0000001599704829, ""x7"": 1.000000148134864, ""x8"": -2.2559386137513273e-07, ""x9"": 1.0000012088182806, ""x10"": 1.0000001057334906, ""x11"": 1.0000002247522708, ""x12"": 1.000000062300162, ""x13"": -1.546348637012045e-07, ""x14"": -5.407019685005919e-07, ""x15"": 1.0000001704184045, ""x16"": -5.602035373771641e-08, ""x17"": -1.3213718024096568e-07, ""x18"": -3.208757302437409e-07, ""x19"": 1.0000002546217255, ""x20"": -7.707946817005123e-07}",graphs/uf20-027.png
2025-04-27 17:42:16,uf20-028.cnf,91,91,True,0.952,20.000,"{""x1"": 1.000000149034884, ""x2"": -1.2750841153127012e-07, ""x3"": -9.254065941874524e-08, ""x4"": 1.0000001994513052, ""x5"": 1.0000001403038854, ""x6"": -1.3416273293111814e-07, ""x7"": 1.000000156991036, ""x8"": -1.4113344156847274e-08, ""x9"": 1.0000001179287619, ""x10"": 1.0000001405992274, ""x11"": -4.4115770989693964e-08, ""x12"": 0.42871913217646485, ""x13"": 1.0000001592366732, ""x14"": -7.547594934132836e-08, ""x15"": -2.0231652367841917e-07, ""x16"": -1.6144866263890758e-07, ""x17"": 0.314198395281217, ""x18"": -1.3799284174795083e-07, ""x19"": -8.520837605271873e-08, ""x20"": 1.0000001644532603}",graphs/uf20-028.png
2025-04-27 17:42:36,uf20-029.cnf,91,91,True,2.129,20.000,"{""x1"": -1.8867154731189226e-07, ""x2"": -2.7565963390846667e-07, ""x3"": -1.4201622244601928e-07, ""x4"": -2.617222797929558e-07, ""x5"": -4.403623755766357e-07, ""x6"": -1.853403849662657e-07, ""x7"": -5.22340636847585e-08, ""x8"": -1.4201245790903788e-07, ""x9"": -3.610149703786749e-07, ""x10"": -3.2262725521897974e-07, ""x11"": -7.550801250236518e-07, ""x12"": -1.3006322900535886e-07, ""x13"": -1.0309801293618138e-07, ""x14"": -2.6972504826351005e-07, ""x15"": 1.0000001064364823, ""x16"": -5.14339180442863e-07, ""x17"": -1.3481817535504083e-07, ""x18"": -2.1670992290280135e-07, ""x19"": 1.0000004448277497, ""x20"": 1.0000001081617598}",graphs/uf20-029.png
2025-04-27 17:42:56,uf20-030.cnf,91,91,True,0.827,20.000,"{""x1"": -1.2240719933741023e-07, ""x2"": 1.0000000664413682, ""x3"": 1.000000141396733, ""x4"": 1.0000002204044298, ""x5"": -1.5340452950824441e-07, ""x6"": 1.0000000562117461, ""x7"": 1.0000001706193047, ""x8"": 0.6478882605266624, ""x9"": 1.0000001358398969, ""x10"": -1.1862073625181822e-07, ""x11"": -7.693093989700988e-08, ""x12"": -1.9773428077692496e-07, ""x13"": 1.0000001679106008, ""x14"": 1.0000001308109707, ""x15"": -8.773361863763533e-08, ""x16"": 1.00000016010342, ""x17"": 1.0000001606255062, ""x18"": 0.4197310237790581, ""x19"": -1.1840911149668104e-07, ""x20"": 1.0000001727501744}",graphs/uf20-030.png
2025-04-27 17:43:19,uf20-031.cnf,91,91,True,17.406,20.000,"{""x1"": 1.000009181541479, ""x2"": 1.0000168851691036, ""x3"": 1.0000156892323038, ""x4"": -2.5718996496028438e-05, ""x5"": -1.9419410813676498e-05, ""x6"": 1.000024403290368, ""x7"": -2.8877790793822055e-05, ""x8"": 1.0000253561913974, ""x9"": 1.0000040754137416, ""x10"": 1.0000106753463276, ""x11"": 1.0000157628438167, ""x12"": -5.294750050704648e-06, ""x13"": -3.659033395588588e-06, ""x14"": -2.2097146696173256e-07, ""x15"": -5.960947320517932e-06, ""x16"": 1.0000014372291703, ""x17"": 1.0000020961586062, ""x18"": -6.236415888453243e-05, ""x19"": -7.417268027891285e-05, ""x20"": -5.054923500342289e-06}",graphs/uf20-031.png
2025-04-27 17:43:40,uf20-032.cnf,91,91,True,6.598,20.000,"{""x1"": 1.0000017201613765, ""x2"": 1.0000010079222352, ""x3"": -3.7379630959441712e-06, ""x4"": 1.0000036458971555, ""x5"": 1.000001081883162, ""x6"": -1.2049038518750094e-06, ""x7"": -8.439859095066701e-07, ""x8"": 1.000002451409354, ""x9"": -3.650835397086821e-07, ""x10"": -8.012304035998922e-08, ""x11"": -1.2690707125066997e-06, ""x12"": -7.642217802094026e-07, ""x13"": 1.000002182760433, ""x14"": 1.0000008973860617, ""x15"": -2.2081442668834456e-06, ""x16"": -1.9948854795074876e-06, ""x17"": 1.0000004991734184, ""x18"": -1.3306860362883734e-06, ""x19"": -1.3362114420961141e-06, ""x20"": 1.000000605269298}",graphs/uf20-032.png
2025-04-27 17:44:00,uf20-033.cnf,91,91,True,0.847,20.000,"{""x1"": -1.6891026813528918e-07, ""x2"": -1.446227175470416e-07, ""x3"": -1.7167004770546853e-07, ""x4"": 1.0000002659292766, ""x5"": -1.254671459155582e-07, ""x6"": -1.95587515943361e-07, ""x7"": 1.00000011045868, ""x8"": -8.344923008981622e-08, ""x9"": -1.6600757919246854e-07, ""x10"": 1.0000002269355157, ""x11"": 1.000000143867118, ""x12"": -2.0434197963860815e-07, ""x13"": 0.2601882932509941, ""x14"": 0.5008418065143719, ""x15"": 1.0000000619756668, ""x16"": 0.8337886943005127, ""x17"": -1.0878451630108037e-07, ""x18"": -2.2449907116849335e-07, ""x19"": -1.6119827626384566e-07, ""x20"": -1.801745922616639e-07}",graphs/uf20-033.png
2025-04-27 17:44:21,uf20-034.cnf,91,91,True,4.950,20.000,"{""x1"": -1.3163275470405838e-06, ""x2"": 1.0000023392067943, ""x3"": -1.2886716682772089e-06, ""x4"": 1.0000005176308517, ""x5"": -3.6243398914753685e-07, ""x6"": -2.976946697770196e-07, ""x7"": 1.000000071342827, ""x8"": 1.0000001258296762, ""x9"": -1.1699768745612519e-06, ""x10"": -1.1540091560914049e-06, ""x11"": 1.0000000000026477, ""x12"": -9.569659608479034e-08, ""x13"": 1.0000005105743075, ""x14"": 1.000000916781779, ""x15"": 1.000000000002977, ""x16"": -2.974297057143626e-07, ""x17"": -4.566108760402592e-07, ""x18"": 1.0000006822337526, ""x19"": 1.0000002677801338, ""x20"": -4.107696862388559e-07}",graphs/uf20-034.png
